id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste,client_category
F004304,Amelie Guerin,2022-11-08,2022-12-08,2022-12-25,3132.87,2698.47,434.4,average
F004413,Nathalie Philippe,2023-11-07,2023-12-07,2023-12-02,1837.65,1348.38,489.27,average
F003436,Emma Faure,2023-08-14,2023-09-13,,2131.57,1939.83,191.74,average
F002216,Marie Perrot,2024-10-02,2024-11-01,,14432.71,3316.74,11115.97,3rd_degree_bad
F000941,Julie Faure,2023-05-26,2023-06-25,2023-06-26,1758.96,1444.74,314.22,average
F002195,Nicolas Perrot,2023-08-18,2023-09-17,2023-09-18,1265.11,1221.53,43.58,good
F001646,Elodie Garcia,2024-08-29,2024-09-28,2024-09-25,1609.6,1609.6,0.0,average
F001056,Stephane Moreau,2023-01-20,2023-02-19,2023-04-14,9207.0,2797.83,6409.17,2nd_degree_bad
F000013,Emma Chevalier,2024-11-19,2024-12-19,2025-01-27,14175.9,8747.4,5428.5,1st_degree_bad
F002325,Marie Moreau,2025-03-20,2025-04-19,2025-04-17,2953.21,2953.21,0.0,excellent
F004947,Helene Garcia,2024-06-09,2024-07-09,2024-09-29,6471.24,2512.13,3959.11,3rd_degree_bad
F001287,Marie Chevalier,2024-09-04,2024-10-04,,3288.33,2550.68,737.65,1st_degree_bad
F001397,Louis Morin,2024-04-19,2024-05-19,2024-07-26,12681.5,3307.69,9373.81,2nd_degree_bad
F002898,Sebastien Faure,2025-03-29,2025-04-28,2025-04-27,1092.39,1092.39,0.0,excellent
F002952,Sophie Masson,2023-05-09,2023-06-08,2023-06-23,2497.56,2095.15,402.41,average
F004981,Hugo Petit,2024-10-06,2024-11-05,2025-01-06,16796.71,5143.26,11653.45,3rd_degree_bad
F001544,Marion Dubois,2023-10-27,2023-11-26,2023-11-23,1898.86,1898.86,0.0,good
F003360,Vincent Bernard,2024-11-21,2024-12-21,2024-12-16,2432.31,1838.8,593.51,good
F003269,Nathalie Chevalier,2025-03-02,2025-04-01,2025-04-02,2405.43,1999.42,406.01,good
F001622,Valerie Morin,2024-05-20,2024-06-19,2024-06-14,6285.93,3686.42,2599.51,1st_degree_bad
F001270,Isabelle Gerard,2025-03-15,2025-04-14,,19092.15,2869.61,16222.54,3rd_degree_bad
F002538,Celine Garnier,2024-10-30,2024-11-29,2024-12-01,2788.63,2788.63,0.0,average
F001555,Damien Robin,2023-02-23,2023-03-25,2023-06-18,11641.75,1403.74,10238.01,3rd_degree_bad
F004179,Paul Leclerc,2022-11-28,2022-12-28,2022-12-30,5563.78,3905.99,1657.79,average
F001219,Adrien Gerard,2022-10-04,2022-11-03,2022-11-14,3449.77,3000.22,449.55,average
F000946,Julie Faure,2025-02-06,2025-03-08,2025-04-01,3584.71,3584.71,0.0,average
F004199,Marie Blanc,2024-01-21,2024-02-20,2024-04-17,16785.18,2530.78,14254.4,3rd_degree_bad
F003960,Amelie Masson,2025-01-18,2025-02-17,,3286.94,2484.73,802.21,average
F004945,Helene Garcia,2024-09-09,2024-10-09,2024-11-28,6284.83,870.07,5414.76,3rd_degree_bad
F000167,Damien Michel,2025-08-29,2025-09-28,2025-09-27,3272.96,2594.53,678.43,average
F000348,Marie Leclerc,2023-11-10,2023-12-10,2024-01-17,9833.87,6076.78,3757.09,1st_degree_bad
F004005,Damien Blanc,2022-12-18,2023-01-17,,23311.17,4763.66,18547.51,3rd_degree_bad
F000195,Sebastien Chevalier,2023-09-28,2023-10-28,2024-01-03,7733.98,5740.07,1993.91,1st_degree_bad
F004340,Olivier Moreau,2023-03-20,2023-04-19,2023-04-17,1645.65,1566.01,79.64,good
F002781,Laura Chevalier,2025-03-25,2025-04-24,,1892.14,1363.14,529.0,average
F003846,Amelie David,2025-01-28,2025-02-27,2025-03-22,4002.16,2785.35,1216.81,average
F004077,Isabelle Faure,2022-10-12,2022-11-11,2022-11-08,3102.86,2684.58,418.28,average
F002483,Luc Bernard,2024-12-16,2025-01-15,2025-02-02,3141.7,2699.23,442.47,average
F000592,Damien Garnier,2025-09-11,2025-10-11,2025-10-10,840.89,714.67,126.22,good
F002731,Nathalie Dupont,2024-12-20,2025-01-19,2025-03-06,13116.15,2048.12,11068.03,3rd_degree_bad
F002976,Anne Philippe,2023-04-08,2023-05-08,2023-06-12,4349.73,2020.76,2328.97,1st_degree_bad
F002599,Thomas Morin,2023-10-10,2023-11-09,2023-11-06,3107.85,2663.33,444.52,average
F000135,Olivier Dupont,2022-12-05,2023-01-04,2023-02-27,8654.65,3704.67,4949.98,2nd_degree_bad
F003400,Stephane Garnier,2023-01-06,2023-02-05,2023-02-20,1703.92,1593.25,110.67,good
F003368,Adrien Chevalier,2025-07-17,2025-08-16,2025-09-06,2262.53,922.84,1339.69,2nd_degree_bad
F003511,Marie Bernard,2023-10-19,2023-11-18,2023-11-19,2058.18,1890.37,167.81,excellent
F003107,Nicolas Garcia,2024-02-08,2024-03-09,2024-03-07,2123.19,1908.43,214.76,good
F004456,Isabelle Garnier,2023-04-14,2023-05-14,2023-06-24,1971.71,1747.91,223.8,average
F002354,Thomas Rousseau,2022-11-07,2022-12-07,2022-12-11,1967.44,1967.44,0.0,good
F001809,Jean Michel,2025-08-12,2025-09-11,2025-11-01,9256.25,4765.95,4490.3,1st_degree_bad
F003132,Hugo Dubois,2024-04-07,2024-05-07,2024-06-24,24637.74,6936.4,17701.34,3rd_degree_bad
F003721,Camille Petit,2022-11-06,2022-12-06,,3211.63,3211.63,0.0,average
F003543,Pierre Masson,2023-08-21,2023-09-20,2023-09-16,2916.22,2618.37,297.85,excellent
F004881,Anne Chevalier,2024-08-27,2024-09-26,2024-09-23,514.47,495.73,18.74,good
F003690,Corinne Gerard,2024-10-28,2024-11-27,2024-11-22,1935.5,1791.34,144.16,good
F003298,Julie Marchand,2024-01-20,2024-02-19,2024-04-06,3832.82,2783.95,1048.87,average
F004070,Sarah Robin,2023-09-27,2023-10-27,2023-10-27,391.87,360.9,30.97,average
F003576,Valerie Leclerc,2023-07-20,2023-08-19,2023-08-16,1163.69,1025.95,137.74,good
F003274,Amelie Michel,2024-12-25,2025-01-24,2025-03-22,7453.52,3648.28,3805.24,2nd_degree_bad
F003851,Amelie David,2024-07-05,2024-08-04,2024-08-17,1783.89,1402.0,381.89,average
F003917,Antoine Petit,2024-05-29,2024-06-28,2024-07-15,3699.34,3163.61,535.73,average
F003996,Camille Marchand,2025-05-23,2025-06-22,2025-07-19,7407.96,4104.77,3303.19,1st_degree_bad
F003506,Claire Leclerc,2025-02-01,2025-03-03,2025-04-05,2034.48,1678.22,356.26,average
F003799,Antoine Perrot,2023-06-20,2023-07-20,,2692.72,2108.55,584.17,average
F002193,Nicolas Perrot,2022-12-19,2023-01-18,2023-01-17,2179.2,2179.2,0.0,good
F001317,Julie Dubois,2024-06-04,2024-07-04,2024-07-06,1679.34,1468.81,210.53,average
F003503,Hugo Rousseau,2023-07-25,2023-08-24,2023-08-22,3595.48,3595.48,0.0,average
F000662,Olivier Lefevre,2025-03-18,2025-04-17,2025-04-15,1925.53,1783.72,141.81,good
F000077,Pierre Bernard,2023-02-21,2023-03-23,2023-03-18,2454.86,1543.07,911.79,average
F000669,Romain Blanc,2023-04-25,2023-05-25,2023-05-26,1623.68,1367.48,256.2,good
F003876,Corinne Philippe,2023-04-26,2023-05-26,2023-07-29,17238.49,1936.86,15301.63,3rd_degree_bad
F004544,Baptiste Garnier,2023-12-21,2024-01-20,2024-03-25,11751.38,5061.05,6690.33,2nd_degree_bad
F001197,Hugo Marchand,2023-03-14,2023-04-13,2023-05-30,16037.15,6135.38,9901.77,2nd_degree_bad
F002452,Valerie Chevalier,2023-10-31,2023-11-30,2024-02-03,5752.26,3215.85,2536.41,1st_degree_bad
F003268,Sebastien Lefevre,2025-05-25,2025-06-24,2025-09-18,16735.4,4396.36,12339.04,3rd_degree_bad
F004283,Stephane Dubois,2025-03-28,2025-04-27,2025-08-06,11622.26,2633.23,8989.03,3rd_degree_bad
F000449,Marion Garnier,2023-06-02,2023-07-02,2023-06-28,3486.29,2726.36,759.93,average
F001345,Luc Michel,2025-08-13,2025-09-12,2025-10-23,15982.93,5712.04,10270.89,2nd_degree_bad
F001283,Antoine Brun,2024-07-27,2024-08-26,2024-08-22,4015.54,3007.05,1008.49,average
F000682,Anne David,2025-08-12,2025-09-11,,20.0,17.46,2.54,average
F003852,Thomas Dubois,2023-07-25,2023-08-24,2023-08-20,2668.95,2175.02,493.93,average
F003565,Paul Dupont,2025-02-21,2025-03-23,2025-06-10,16970.26,2664.33,14305.93,2nd_degree_bad
F004867,Luc Brun,2024-10-31,2024-11-30,,11275.64,1383.45,9892.19,3rd_degree_bad
F003170,Emma Michel,2023-12-10,2024-01-09,2024-03-05,14997.53,8051.58,6945.95,2nd_degree_bad
F002068,Valerie Rousseau,2023-06-06,2023-07-06,2023-09-02,7357.38,2612.62,4744.76,2nd_degree_bad
F003900,Emma Leclerc,2023-02-21,2023-03-23,2023-05-31,9270.79,5384.44,3886.35,2nd_degree_bad
F004910,Jerome Garcia,2023-10-28,2023-11-27,2023-12-19,4864.21,3909.34,954.87,average
F003874,Corinne Philippe,2024-04-25,2024-05-25,2024-07-31,10226.96,1633.25,8593.71,3rd_degree_bad
F001052,Stephane Moreau,2023-06-12,2023-07-12,2023-09-05,13637.94,5312.11,8325.83,2nd_degree_bad
F003685,Marc Brun,2024-12-23,2025-01-22,2025-03-02,10159.47,799.07,9360.4,3rd_degree_bad
F004828,Marie Lefevre,2025-04-24,2025-05-24,2025-06-30,2123.18,1768.56,354.62,average
F004056,Luc Martin,2023-11-22,2023-12-22,2023-12-24,2943.98,2943.98,0.0,average
F001144,Camille Morin,2023-04-06,2023-05-06,,7423.32,5087.96,2335.36,1st_degree_bad
F004780,Sarah Petit,2025-03-09,2025-04-08,2025-04-29,2862.21,2501.46,360.75,average
F001810,Sarah Muller,2024-01-25,2024-02-24,2024-03-16,5300.49,4743.02,557.47,average
F002250,Amelie Philippe,2024-06-23,2024-07-23,2024-08-21,10430.14,6078.49,4351.65,1st_degree_bad
F004267,Adrien Martin,2024-09-16,2024-10-16,2024-12-05,8775.59,1650.62,7124.97,3rd_degree_bad
F000198,Elodie Dupont,2024-11-10,2024-12-10,2024-12-11,1779.38,1516.18,263.2,average
F003152,Hugo Blanc,2024-02-03,2024-03-04,,4012.2,2931.86,1080.34,average
F002607,Baptiste Blanc,2023-06-15,2023-07-15,2023-07-13,2507.63,2415.28,92.35,average
F002018,Amelie Gauthier,2023-09-20,2023-10-20,2023-12-10,12349.58,7118.39,5231.19,1st_degree_bad
F000315,Helene Masson,2023-12-19,2024-01-18,2024-03-27,12625.71,3572.83,9052.88,2nd_degree_bad
F004726,Laura Petit,2025-04-08,2025-05-08,2025-06-29,7851.11,1703.78,6147.33,2nd_degree_bad
F002329,Valerie Gauthier,2024-04-23,2024-05-23,,10896.3,146.45,10749.85,3rd_degree_bad
F004026,Sebastien Muller,2023-07-07,2023-08-06,2023-08-06,4540.68,3915.1,625.58,average
F001416,Jean Philippe,2022-11-27,2022-12-27,2022-12-25,2831.74,2514.61,317.13,average
F003410,Luc Morin,2023-06-01,2023-07-01,2023-08-10,12023.1,8863.12,3159.98,1st_degree_bad
F004848,Valerie Blanc,2024-02-14,2024-03-15,2024-05-14,4671.44,3519.66,1151.78,1st_degree_bad
F001822,Isabelle Robin,2024-07-07,2024-08-06,2024-08-31,7988.46,4923.95,3064.51,1st_degree_bad
F004559,Manon Guerin,2023-03-25,2023-04-24,2023-06-14,13202.04,5562.98,7639.06,2nd_degree_bad
F000297,Luc Marchand,2023-06-04,2023-07-04,2023-08-23,5062.15,4189.82,872.33,1st_degree_bad
F000007,Sophie Rousseau,2025-04-11,2025-05-11,2025-05-11,3668.92,3009.85,659.07,average
F002462,Nathalie Martin,2025-05-25,2025-06-24,2025-08-20,16836.45,2406.11,14430.34,3rd_degree_bad
F000079,Pierre Bernard,2023-06-18,2023-07-18,2023-09-06,3975.56,3243.0,732.56,average
F003713,Thomas Martin,2024-05-19,2024-06-18,2024-06-15,3445.86,3122.49,323.37,average
F000657,Louis Renaud,2023-07-23,2023-08-22,2023-08-18,781.92,628.5,153.42,good
F002906,Stephane Masson,2024-04-02,2024-05-02,2024-06-01,8694.7,4572.69,4122.01,1st_degree_bad
F000068,Olivier Gerard,2025-08-23,2025-09-22,2025-11-06,7282.79,5351.59,1931.2,1st_degree_bad
F001756,Romain Renaud,2023-11-06,2023-12-06,2024-01-04,1059.7,852.75,206.95,average
F001850,Elodie David,2023-10-05,2023-11-04,2023-11-05,1706.0,1706.0,0.0,excellent
F003593,Olivier Petit,2023-06-22,2023-07-22,2023-08-26,10147.19,3009.42,7137.77,2nd_degree_bad
F003073,Marie Brun,2024-02-10,2024-03-11,,4302.19,2112.84,2189.35,1st_degree_bad
F000428,Marie Michel,2024-07-13,2024-08-12,2024-08-25,3664.11,3284.66,379.45,average
F004442,Helene Bernard,2024-09-16,2024-10-16,2024-11-07,2770.3,2040.8,729.5,average
F001488,Sophie Perrin,2023-06-24,2023-07-24,,4754.64,4205.64,549.0,average
F002410,Marion Moreau,2024-02-24,2024-03-25,2024-03-26,3202.55,2488.64,713.91,average
F003980,Romain Philippe,2024-07-16,2024-08-15,2024-09-09,2809.8,2316.01,493.79,average
F003559,Vincent Garnier,2022-10-11,2022-11-10,2022-12-05,4129.55,3302.6,826.95,average
F004587,Anne Morin,2025-08-11,2025-09-10,2025-11-19,11325.94,1903.35,9422.59,3rd_degree_bad
F001948,Marie Renaud,2022-11-02,2022-12-02,2022-12-31,10183.13,4993.87,5189.26,1st_degree_bad
F003008,Sarah Chevalier,2024-06-09,2024-07-09,2024-09-13,12868.5,3488.33,9380.17,3rd_degree_bad
F003968,Alexandre Martin,2023-05-25,2023-06-24,2023-08-18,12998.13,5500.91,7497.22,2nd_degree_bad
F001962,Stephane Michel,2024-11-20,2024-12-20,2024-12-20,1738.55,1493.14,245.41,excellent
F003720,Vincent Gauthier,2023-03-09,2023-04-08,2023-05-02,4003.17,3385.96,617.21,average
F001428,Damien Moreau,2025-04-07,2025-05-07,2025-07-12,15740.95,2910.94,12830.01,3rd_degree_bad
F001176,Paul Gauthier,2024-08-16,2024-09-15,2024-09-10,1604.38,1276.31,328.07,good
F001395,Louis Morin,2024-04-30,2024-05-30,2024-07-14,6563.93,3016.27,3547.66,2nd_degree_bad
F004218,Adrien Dupont,2023-02-14,2023-03-16,2023-04-13,14351.92,4446.19,9905.73,2nd_degree_bad
F001868,Nathalie Dubois,2024-12-07,2025-01-06,2025-01-04,64.71,64.71,0.0,good
F004452,Isabelle Garnier,2024-06-05,2024-07-05,2024-07-05,5005.78,4495.19,510.59,average
F000207,Emma Petit,2023-11-17,2023-12-17,,2117.16,1809.98,307.18,average
F002619,Marion Bernard,2025-02-25,2025-03-27,2025-05-17,9240.69,2202.84,7037.85,3rd_degree_bad
F004657,Helene Dupont,2024-09-12,2024-10-12,2024-10-13,1996.36,1996.36,0.0,good
F000024,Louis Petit,2024-09-25,2024-10-25,2024-11-16,2362.51,1982.11,380.4,average
F000405,Elodie Marchand,2024-12-27,2025-01-26,2025-03-02,2709.58,2348.32,361.26,average
F003939,Laura Renaud,2023-03-10,2023-04-09,2023-04-09,575.54,559.02,16.52,good
F004558,Manon Guerin,2023-09-04,2023-10-04,2023-11-01,8010.27,3477.7,4532.57,2nd_degree_bad
F004287,Stephane Dubois,2023-09-15,2023-10-15,2023-12-13,18791.61,1301.5,17490.11,3rd_degree_bad
F003035,Julie Robin,2022-10-02,2022-11-01,2023-01-14,9449.97,3299.78,6150.19,2nd_degree_bad
F001443,Damien Laurent,2023-03-04,2023-04-03,2023-05-26,11356.28,1254.34,10101.94,3rd_degree_bad
F001605,Marion Gauthier,2023-04-24,2023-05-24,2023-05-24,2367.64,2230.07,137.57,excellent
F000164,Nathalie Marchand,2023-01-02,2023-02-01,2023-01-31,2555.96,2207.13,348.83,average
F001392,Anne Dupont,2023-03-28,2023-04-27,2023-05-10,2635.66,1811.59,824.07,average
F004906,Antoine Gauthier,2023-05-26,2023-06-25,2023-06-20,7498.47,3541.6,3956.87,1st_degree_bad
F004233,Claire Brun,2024-01-05,2024-02-04,2024-04-16,7229.84,1836.65,5393.19,3rd_degree_bad
F004404,Alexandre Rousseau,2023-02-03,2023-03-05,2023-03-07,1013.16,948.56,64.6,good
F000960,Baptiste Dupont,2024-05-10,2024-06-09,2024-06-26,2081.12,1398.13,682.99,average
F004543,Baptiste Garnier,2024-01-16,2024-02-15,2024-04-20,10100.26,5567.67,4532.59,2nd_degree_bad
F000783,Thomas Faure,2023-01-02,2023-02-01,2023-02-01,410.54,410.54,0.0,excellent
F004595,Adrien Philippe,2024-09-09,2024-10-09,2024-11-17,2415.12,1118.45,1296.67,1st_degree_bad
F002803,Louis Lefevre,2023-02-08,2023-03-10,2023-06-04,13801.76,3317.69,10484.07,3rd_degree_bad
F001541,Pierre Moreau,2023-08-26,2023-09-25,,3749.6,2866.93,882.67,average
F000936,Marie Martin,2022-12-14,2023-01-13,2023-01-11,3197.24,2967.86,229.38,average
F001200,Hugo Marchand,2023-09-15,2023-10-15,2023-12-25,5895.04,1288.25,4606.79,2nd_degree_bad
F004925,Marc Gauthier,2022-12-09,2023-01-08,2023-02-16,12931.49,3810.4,9121.09,2nd_degree_bad
F004215,Adrien Dupont,2023-01-09,2023-02-08,,5888.42,3091.06,2797.36,2nd_degree_bad
F003537,Corinne Lefevre,2023-04-03,2023-05-03,2023-05-04,4940.95,4138.09,802.86,average
F000321,Luc Perrin,2024-10-29,2024-11-28,2024-11-24,1189.65,1189.65,0.0,good
F004969,Pierre Garnier,2024-10-26,2024-11-25,2025-01-19,2365.39,1234.19,1131.2,2nd_degree_bad
F003176,Manon Blanc,2023-02-04,2023-03-06,2023-03-01,20.0,16.73,3.27,average
F003531,Camille Brun,2025-07-23,2025-08-22,2025-10-13,10701.15,4697.45,6003.7,1st_degree_bad
F003890,Stephane Gauthier,2022-11-03,2022-12-03,2022-11-29,3476.16,3476.16,0.0,average
F000513,Laura Blanc,2024-04-27,2024-05-27,,778.74,628.32,150.42,average
F001388,Anne Dupont,2025-07-31,2025-08-30,2025-08-31,3739.65,2442.43,1297.22,average
F003000,Sarah Chevalier,2024-10-05,2024-11-04,2024-12-22,15320.94,2609.69,12711.25,3rd_degree_bad
F001035,Louis Blanc,2023-04-13,2023-05-13,2023-05-13,2551.25,2383.53,167.72,average
F002813,Sarah Dupont,2024-03-22,2024-04-21,2024-06-23,14333.72,2958.46,11375.26,3rd_degree_bad
F000317,Vincent Brun,2025-05-21,2025-06-20,2025-06-21,4723.86,4414.08,309.78,average
F001325,Jerome Dubois,2025-07-23,2025-08-22,2025-08-20,1617.28,1617.28,0.0,good
F000872,Celine Philippe,2023-12-25,2024-01-24,2024-01-23,2559.93,2360.3,199.63,good
F001761,Jean Dubois,2024-05-03,2024-06-02,2024-07-20,8751.47,5070.56,3680.91,1st_degree_bad
F000967,Claire Renaud,2023-01-10,2023-02-09,2023-02-05,1175.19,1175.19,0.0,good
F000561,Nicolas Petit,2023-11-20,2023-12-20,2024-01-27,8366.07,4718.19,3647.88,1st_degree_bad
F000116,Stephane Garcia,2023-07-03,2023-08-02,,5833.83,3987.36,1846.47,1st_degree_bad
F003111,Sebastien Perrin,2025-04-29,2025-05-29,2025-08-28,16963.44,8327.87,8635.57,2nd_degree_bad
F003381,Marion Rousseau,2023-08-28,2023-09-27,2023-12-05,11626.93,5047.97,6578.96,2nd_degree_bad
F003122,Hugo Dubois,2024-01-20,2024-02-19,2024-05-11,10883.46,1919.92,8963.54,3rd_degree_bad
F003306,Isabelle Marchand,2024-09-10,2024-10-10,2024-10-09,3036.04,2223.47,812.57,average
F002948,Sebastien Gerard,2024-01-06,2024-02-05,2024-02-29,8588.44,6151.67,2436.77,1st_degree_bad
F002710,Corinne Blanc,2024-01-19,2024-02-18,2024-02-14,1407.72,1251.11,156.61,good
F001804,Stephane Philippe,2025-05-02,2025-06-01,2025-06-02,2644.9,2262.52,382.38,average
F000209,Emma Petit,2022-09-23,2022-10-23,2022-10-23,2941.46,2555.28,386.18,average
F003715,Vincent Gauthier,2022-12-27,2023-01-26,2023-01-21,3296.9,3296.9,0.0,average
F000707,Camille Dupont,2022-10-14,2022-11-13,2022-11-11,680.59,649.38,31.21,good
F003966,Alexandre Martin,2024-11-13,2024-12-13,2025-02-15,6021.07,2334.85,3686.22,2nd_degree_bad
F004667,Valerie Moreau,2022-11-27,2022-12-27,2022-12-28,10.0,9.71,0.29,good
F001160,Vincent Rousseau,2025-01-23,2025-02-22,2025-04-14,3073.75,1641.85,1431.9,1st_degree_bad
F004441,Helene Bernard,2025-03-18,2025-04-17,,3938.26,3053.62,884.64,average
F002069,Valerie Rousseau,2025-08-24,2025-09-23,,9569.48,1470.17,8099.31,2nd_degree_bad
F003986,Baptiste Gauthier,2023-11-06,2023-12-06,2023-12-07,5333.76,4465.99,867.77,average
F003304,Isabelle Marchand,2025-09-13,2025-10-13,2025-10-12,2231.62,1777.04,454.58,average
F001812,Sarah Muller,2022-12-01,2022-12-31,2023-01-02,2841.3,2841.3,0.0,average
F004681,Olivier Perrot,2024-02-22,2024-03-23,2024-04-30,13862.21,3838.22,10023.99,3rd_degree_bad
F003868,Jean Blanc,2023-12-13,2024-01-12,2024-02-02,11428.08,8064.28,3363.8,1st_degree_bad
F003133,Marc Garcia,2022-11-11,2022-12-11,2022-12-11,2211.31,2211.31,0.0,excellent
F002152,Paul Blanc,2024-05-02,2024-06-01,2024-06-02,1534.57,1534.57,0.0,good
F002358,Thomas Rousseau,2022-12-17,2023-01-16,2023-01-15,10.0,9.03,0.97,good
F002797,Louis Lefevre,2024-03-16,2024-04-15,2024-06-22,13208.82,4302.05,8906.77,3rd_degree_bad
F004663,Alexandre Leclerc,2024-04-07,2024-05-07,2024-06-23,6753.02,3318.05,3434.97,2nd_degree_bad
F003768,Celine Guerin,2024-06-12,2024-07-12,2024-08-24,6341.4,3706.09,2635.31,1st_degree_bad
F000861,Laura Robin,2023-07-21,2023-08-20,,4766.29,3840.87,925.42,average
F000989,Pierre Faure,2024-10-10,2024-11-09,2024-11-08,5940.07,3458.39,2481.68,1st_degree_bad
F001702,Louis Chevalier,2025-05-03,2025-06-02,,6393.64,4886.06,1507.58,1st_degree_bad
F004062,Nathalie Garcia,2024-02-16,2024-03-17,2024-03-12,1995.65,1995.65,0.0,excellent
F002223,Marie Perrot,2024-05-04,2024-06-03,2024-07-15,2509.52,411.49,2098.03,3rd_degree_bad
F001854,Elodie David,2023-01-23,2023-02-22,2023-02-22,2191.97,2191.97,0.0,excellent
F004625,Aurelie Muller,2024-10-24,2024-11-23,2024-11-21,4460.27,4163.26,297.01,average
F001554,Damien Robin,2022-12-10,2023-01-09,2023-03-20,10602.58,3019.45,7583.13,3rd_degree_bad
F003931,Isabelle Blanc,2022-09-28,2022-10-28,,3368.23,2669.77,698.46,average
F004528,Hugo Leclerc,2022-10-11,2022-11-10,2022-12-09,5396.17,3063.47,2332.7,1st_degree_bad
F003085,Luc Masson,2024-04-09,2024-05-09,2024-06-04,2851.76,2344.67,507.09,average
F001726,Celine Gerard,2024-04-26,2024-05-26,2024-05-27,1071.81,851.44,220.37,good
F002549,Manon Leclerc,2025-05-17,2025-06-16,2025-08-26,11906.57,5048.61,6857.96,3rd_degree_bad
F002782,Laura Chevalier,2023-09-20,2023-10-20,2023-10-31,2036.6,1593.53,443.07,average
F001108,Romain Robin,2025-04-29,2025-05-29,2025-07-25,5648.76,899.33,4749.43,3rd_degree_bad
F000540,Aurelie Perrin,2022-10-01,2022-10-31,2022-12-07,5260.8,619.95,4640.85,3rd_degree_bad
F002825,Anne Michel,2024-02-28,2024-03-29,2024-03-30,1537.34,1369.45,167.89,good
F004339,Olivier Moreau,2023-07-21,2023-08-20,2023-08-19,1041.71,991.71,50.0,good
F002865,Corinne Leclerc,2023-08-29,2023-09-28,2023-10-31,4845.31,2916.99,1928.32,1st_degree_bad
F003604,Thomas Guerin,2025-05-12,2025-06-11,2025-06-09,562.93,463.5,99.43,excellent
F004922,Thomas Petit,2024-10-31,2024-11-30,2024-12-03,2952.92,2201.88,751.04,good
F001031,Baptiste Petit,2023-08-11,2023-09-10,2023-09-08,2080.83,1964.24,116.59,average
F001524,Vincent Morin,2025-03-13,2025-04-12,2025-04-08,9445.87,2124.16,7321.71,2nd_degree_bad
F000206,Emma Petit,2023-12-13,2024-01-12,2024-01-26,4776.18,4739.69,36.49,average
F003454,Nicolas Moreau,2024-01-02,2024-02-01,2024-02-03,1037.33,1028.34,8.99,good
F004086,Hugo Martin,2023-07-11,2023-08-10,2023-09-25,6758.69,4090.47,2668.22,1st_degree_bad
F001381,Vincent Dubois,2024-01-19,2024-02-18,2024-02-19,1746.72,1462.63,284.09,excellent
F001834,Celine David,2022-11-06,2022-12-06,,8588.28,4866.88,3721.4,1st_degree_bad
F004159,Camille Robin,2023-12-19,2024-01-18,2024-01-19,479.6,394.88,84.72,average
F002010,Valerie Dubois,2023-09-03,2023-10-03,2023-09-28,3827.06,3302.37,524.69,average
F003094,Jerome Petit,2025-03-25,2025-04-24,2025-04-26,2020.69,1605.59,415.1,average
F003230,Amelie Laurent,2023-03-26,2023-04-25,2023-05-25,20.0,14.59,5.41,average
F004342,Olivier Moreau,2023-08-25,2023-09-24,2023-09-19,1821.58,1821.58,0.0,good
F000731,Claire Garnier,2024-06-13,2024-07-13,2024-08-16,11459.63,5913.81,5545.82,2nd_degree_bad
F001022,Sophie Dubois,2024-07-09,2024-08-08,2024-09-28,10521.53,4320.63,6200.9,2nd_degree_bad
F004379,Laura Gerard,2023-05-31,2023-06-30,,2241.8,1911.24,330.56,average
F000437,Romain Faure,2023-10-04,2023-11-03,2023-10-31,3822.59,3068.5,754.09,average
F003492,Paul Chevalier,2025-02-04,2025-03-06,2025-03-04,1436.04,1125.16,310.88,average
F003583,Julie Morin,2024-07-30,2024-08-29,2024-08-24,2733.71,2048.82,684.89,average
F002090,Amelie Petit,2025-08-26,2025-09-25,2025-09-26,134.3,134.3,0.0,good
F003920,Celine Rousseau,2023-03-01,2023-03-31,2023-04-07,5726.23,4719.06,1007.17,average
F002030,Jerome Lefevre,2025-05-15,2025-06-14,,3348.1,2951.51,396.59,average
F000975,Nicolas Philippe,2023-01-03,2023-02-02,2023-02-22,20.0,16.21,3.79,average
F000842,Alexandre Marchand,2024-03-26,2024-04-25,2024-06-27,10921.71,2236.63,8685.08,3rd_degree_bad
F001242,Louis Gerard,2023-09-26,2023-10-26,2023-12-18,9515.27,6605.57,2909.7,1st_degree_bad
F004972,Pierre Garnier,2024-03-28,2024-04-27,2024-04-22,11134.65,5503.99,5630.66,2nd_degree_bad
F002812,Sarah Dupont,2023-08-31,2023-09-30,2023-11-04,11559.14,2559.08,9000.06,3rd_degree_bad
F003108,Nicolas Garcia,2023-11-04,2023-12-04,2023-11-29,2059.92,2059.92,0.0,good
F000468,Louis Perrin,2023-11-28,2023-12-28,2024-02-26,11672.94,4043.08,7629.86,2nd_degree_bad
F000887,Nathalie Moreau,2023-02-13,2023-03-15,,6377.81,663.06,5714.75,3rd_degree_bad
F003803,Nathalie Rousseau,2024-05-03,2024-06-02,2024-06-26,3688.73,3241.77,446.96,average
F000619,Sophie Petit,2025-07-29,2025-08-28,2025-08-23,2773.56,2179.34,594.22,average
F002916,Marie Gerard,2025-07-04,2025-08-03,2025-07-29,4066.75,3226.17,840.58,average
F002082,Amelie Lefevre,2024-09-20,2024-10-20,2025-01-06,19530.28,6712.75,12817.53,2nd_degree_bad
F002861,Sebastien Laurent,2023-12-04,2024-01-03,2024-01-03,2925.5,2191.96,733.54,average
