id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste,client_category
F0019796,Antoine Petit8777,2024-07-29,2024-08-28,,10914.16,2124.3,8789.86,3rd_degree_bad
F0011227,Thomas Renaud7545,2023-08-29,2023-09-28,2023-11-25,17429.82,8171.74,9258.08,2nd_degree_bad
F0017487,Anne Masson6606,2025-04-13,2025-05-13,2025-05-12,1451.01,1447.46,3.55,excellent
F0006454,Emma Dupont8727,2024-05-06,2024-06-05,,10396.83,4083.5,6313.33,2nd_degree_bad
F0010302,Emma Guerin557,2022-11-18,2022-12-18,2023-02-02,4863.04,2745.35,2117.69,1st_degree_bad
F0011721,Luc Muller3659,2023-05-10,2023-06-09,,16987.14,5315.06,11672.08,3rd_degree_bad
F0001000,Claire Guerin8495,2024-04-04,2024-05-04,2024-07-27,12957.81,2170.12,10787.69,3rd_degree_bad
F0017582,Nicolas Brun5458,2023-05-06,2023-06-05,2023-07-22,4605.64,2729.16,1876.48,1st_degree_bad
F0017414,Pierre Rousseau7027,2024-06-25,2024-07-25,2024-09-02,4075.77,3361.29,714.48,average
F0001397,Antoine Guerin8548,2023-04-06,2023-05-06,2023-07-04,8714.33,2524.88,6189.45,3rd_degree_bad
F0016000,Camille Blanc7353,2024-09-04,2024-10-04,,16495.18,7977.7,8517.48,2nd_degree_bad
F0012568,Sarah Philippe1697,2022-12-01,2022-12-31,2023-03-06,11761.96,5735.28,6026.68,2nd_degree_bad
F0006824,Nicolas Petit8908,2024-09-11,2024-10-11,2024-10-12,4435.03,4435.03,0.0,good
F0006516,Julie Blanc7181,2025-06-04,2025-07-04,2025-07-05,15.0,14.02,0.98,good
F0008838,Nicolas Blanc1649,2024-11-20,2024-12-20,2024-12-16,1493.27,1442.32,50.95,excellent
F0016896,Thomas Rousseau442,2024-02-24,2024-03-25,2024-03-27,5294.26,4717.12,577.14,good
F0001782,Sophie Brun4479,2022-09-27,2022-10-27,2023-01-05,11770.03,3045.31,8724.72,3rd_degree_bad
F0014587,Sarah Moreau2428,2024-05-02,2024-06-01,2024-08-05,9423.58,1743.58,7680.0,3rd_degree_bad
F0008836,Louis Marchand1537,2024-09-22,2024-10-22,2024-12-16,8815.86,5088.35,3727.51,1st_degree_bad
F0009242,Louis Rousseau7528,2023-01-13,2023-02-12,2023-05-06,15281.25,2987.86,12293.39,3rd_degree_bad
F0007305,Luc Dupont1843,2024-12-07,2025-01-06,,8339.99,4993.23,3346.76,1st_degree_bad
F0010787,Nicolas Brun8723,2025-01-26,2025-02-25,2025-02-21,3642.38,3272.06,370.32,average
F0006764,Marie Lefevre2967,2022-10-26,2022-11-25,2022-11-24,360.14,336.36,23.78,good
F0008468,Paul Masson1952,2023-01-14,2023-02-13,2023-02-09,181.41,157.14,24.27,average
F0001206,Pierre Muller6903,2024-03-22,2024-04-21,,6422.63,4280.57,2142.06,1st_degree_bad
F0006080,Pierre Muller4881,2025-05-24,2025-06-23,2025-06-21,2169.41,2057.19,112.22,good
F0017145,Claire Blanc31,2023-12-14,2024-01-13,2024-03-30,11475.1,1724.85,9750.25,3rd_degree_bad
F0010200,Laura Martin5507,2024-03-25,2024-04-24,2024-06-22,10135.74,6873.82,3261.92,1st_degree_bad
F0018373,Isabelle Martin2904,2025-07-22,2025-08-21,2025-10-13,10020.17,2060.38,7959.79,3rd_degree_bad
F0008805,Marie Martin1846,2023-02-26,2023-03-28,2023-03-24,4737.58,4343.26,394.32,good
F0011747,Claire Philippe7401,2025-01-20,2025-02-19,2025-04-08,13996.41,8204.42,5791.99,1st_degree_bad
F0000320,Camille Dubois8556,2025-03-08,2025-04-07,2025-04-25,742.24,643.22,99.02,average
F0010117,Camille Lefevre7366,2024-10-04,2024-11-03,2024-12-25,9172.95,3797.17,5375.78,2nd_degree_bad
F0014028,Marie Garcia8530,2023-12-04,2024-01-03,2024-03-03,14058.11,2027.41,12030.7,3rd_degree_bad
F0015784,Marc Moreau6846,2023-10-03,2023-11-02,2023-12-21,8649.17,5259.05,3390.12,1st_degree_bad
F0007893,Luc Brun1532,2025-05-09,2025-06-08,2025-08-29,8328.54,936.45,7392.09,3rd_degree_bad
F0002454,Marie Faure3310,2024-04-12,2024-05-12,,6353.36,2763.3,3590.06,2nd_degree_bad
F0009990,Anne Faure4500,2022-10-21,2022-11-20,2023-01-20,4878.84,762.2,4116.64,3rd_degree_bad
F0010566,Marie Marchand5082,2024-07-15,2024-08-14,2024-10-13,9411.44,2129.85,7281.59,3rd_degree_bad
F0015575,Nicolas Garcia7907,2023-07-26,2023-08-25,2023-08-21,4155.65,3769.09,386.56,good
F0012923,Julie Moreau755,2023-05-28,2023-06-27,2023-08-16,10769.28,4443.18,6326.1,2nd_degree_bad
F0013027,Claire Laurent5812,2023-10-03,2023-11-02,2023-12-22,4552.55,1738.36,2814.19,2nd_degree_bad
F0018407,Paul Garcia5627,2024-07-11,2024-08-10,2024-10-18,19501.67,6005.12,13496.55,2nd_degree_bad
F0010941,Thomas Renaud4439,2024-01-16,2024-02-15,2024-04-23,14978.01,3075.35,11902.66,3rd_degree_bad
F0018075,Isabelle Blanc5358,2024-01-06,2024-02-05,2024-03-24,8807.82,4496.39,4311.43,1st_degree_bad
F0005317,Thomas Blanc9401,2023-12-13,2024-01-12,2024-03-04,5244.0,3344.17,1899.83,1st_degree_bad
F0015928,Pierre Brun7580,2023-06-09,2023-07-09,2023-08-10,3191.48,2930.64,260.84,average
F0002146,Marc Dubois779,2023-10-07,2023-11-06,2023-11-05,2013.08,2000.47,12.61,excellent
F0003932,Anne Bernard9302,2022-09-27,2022-10-27,2022-10-22,21742.04,7403.43,14338.61,2nd_degree_bad
F0002620,Laura Guerin4210,2024-10-10,2024-11-09,2024-11-11,507.14,502.78,4.36,excellent
F0016277,Thomas Petit2071,2024-01-16,2024-02-15,2024-02-14,2301.54,2301.54,0.0,excellent
F0011243,Nicolas Philippe6522,2024-06-10,2024-07-10,,11095.52,6619.21,4476.31,1st_degree_bad
F0004329,Paul Philippe2240,2025-05-22,2025-06-21,2025-08-19,6442.39,4045.91,2396.48,1st_degree_bad
F0011809,Sarah Garcia3278,2025-02-18,2025-03-20,2025-03-16,1737.33,1737.33,0.0,excellent
F0013359,Laura Faure7812,2025-07-10,2025-08-09,2025-11-06,9093.45,1897.73,7195.72,3rd_degree_bad
F0007527,Marc Renaud3433,2025-06-12,2025-07-12,2025-07-09,3372.73,3162.74,209.99,good
F0014030,Anne Masson635,2025-04-05,2025-05-05,2025-05-06,1978.41,1805.41,173.0,good
F0007904,Paul Martin4556,2024-01-13,2024-02-12,2024-04-02,9715.41,3702.44,6012.97,2nd_degree_bad
F0003471,Sophie Martin4243,2024-03-31,2024-04-30,2024-07-27,12821.59,2697.85,10123.74,3rd_degree_bad
F0002396,Anne Lefevre7266,2025-08-25,2025-09-24,2025-12-09,8791.61,2005.51,6786.1,3rd_degree_bad
F0013722,Claire Brun4726,2023-02-23,2023-03-25,,13162.93,1571.59,11591.34,3rd_degree_bad
F0018028,Paul Rousseau5246,2025-06-29,2025-07-29,2025-09-22,2901.92,638.56,2263.36,3rd_degree_bad
F0008793,Paul Marchand7571,2025-08-20,2025-09-19,2025-11-14,9425.67,1893.84,7531.83,3rd_degree_bad
F0008337,Louis Laurent3672,2024-02-01,2024-03-02,2024-02-26,182.43,177.04,5.39,excellent
F0017765,Alexandre Laurent1797,2024-08-02,2024-09-01,,8742.82,5591.39,3151.43,1st_degree_bad
F0006082,Pierre Muller4881,2023-04-20,2023-05-20,2023-05-21,4010.2,3650.28,359.92,good
F0012927,Julie Moreau755,2023-02-05,2023-03-07,2023-05-17,8650.09,2582.09,6068.0,2nd_degree_bad
F0010876,Marc Dupont684,2022-12-30,2023-01-29,2023-03-17,10938.31,6449.62,4488.69,1st_degree_bad
F0016488,Antoine Lefevre6916,2023-06-23,2023-07-23,2023-09-14,12066.35,3536.09,8530.26,2nd_degree_bad
F0004945,Pierre Petit7207,2024-12-11,2025-01-10,2025-04-03,4485.56,1045.5,3440.06,3rd_degree_bad
F0007682,Anne Dubois4785,2023-07-16,2023-08-15,2023-08-20,3655.6,2970.32,685.28,average
F0012732,Marie Bernard4496,2024-05-01,2024-05-31,2024-07-17,10470.74,6186.29,4284.45,1st_degree_bad
F0003729,Sophie Rousseau3592,2024-07-29,2024-08-28,2024-10-26,11654.03,2987.55,8666.48,3rd_degree_bad
F0011560,Antoine Bernard3810,2024-09-03,2024-10-03,2024-09-28,1707.63,1707.63,0.0,excellent
F0007740,Claire Martin676,2023-11-24,2023-12-24,2023-12-25,6928.78,2537.33,4391.45,2nd_degree_bad
F0017159,Alexandre Marchand37,2024-10-09,2024-11-08,2024-12-23,15415.06,6621.85,8793.21,2nd_degree_bad
F0010968,Marie Faure8408,2023-10-12,2023-11-11,2023-11-09,2112.79,1662.56,450.23,average
F0009397,Sarah Rousseau11,2023-12-27,2024-01-26,2024-01-28,3393.57,2711.6,681.97,average
F0018958,Sarah Guerin9739,2025-04-21,2025-05-21,2025-05-16,959.07,878.67,80.4,average
F0019184,Jean Blanc1666,2023-04-10,2023-05-10,2023-05-08,3094.38,3002.75,91.63,good
F0003485,Paul Guerin7415,2024-02-16,2024-03-17,2024-03-15,4309.82,3822.43,487.39,average
F0014253,Pierre Dubois6352,2024-05-21,2024-06-20,2024-09-07,10415.03,1977.3,8437.73,3rd_degree_bad
F0015102,Isabelle Philippe8465,2023-11-04,2023-12-04,2023-12-08,2654.44,2230.88,423.56,average
F0016136,Antoine Renaud529,2025-04-19,2025-05-19,2025-07-06,5745.72,2924.88,2820.84,1st_degree_bad
F0017569,Marc Michel6677,2023-05-19,2023-06-18,,10069.1,1099.58,8969.52,3rd_degree_bad
F0003137,Luc Marchand9411,2025-05-07,2025-06-06,2025-07-27,9162.16,5227.17,3934.99,1st_degree_bad
F0003533,Louis Rousseau5402,2025-04-11,2025-05-11,2025-05-11,3363.18,3077.41,285.77,average
F0018867,Marc Faure8082,2024-02-06,2024-03-07,,12902.29,5021.8,7880.49,2nd_degree_bad
F0002307,Isabelle Masson1912,2025-09-13,2025-10-13,2025-10-14,1499.39,1462.57,36.82,excellent
F0013932,Pierre Laurent7114,2025-02-21,2025-03-23,2025-06-17,13828.88,2674.09,11154.79,3rd_degree_bad
F0009507,Antoine Martin6946,2025-06-07,2025-07-07,2025-09-11,13879.62,3311.92,10567.7,3rd_degree_bad
F0018631,Marie Renaud1024,2025-01-04,2025-02-03,2025-03-28,5959.01,2302.77,3656.24,2nd_degree_bad
F0009649,Marie Rousseau6544,2024-09-19,2024-10-19,2024-12-18,14435.44,6618.32,7817.12,2nd_degree_bad
F0017799,Louis Michel2103,2024-02-19,2024-03-20,2024-05-15,7903.3,4516.15,3387.15,1st_degree_bad
F0014986,Luc Martin6719,2023-06-01,2023-07-01,2023-09-18,15427.56,3233.02,12194.54,3rd_degree_bad
F0010960,Thomas Marchand230,2025-03-12,2025-04-11,2025-05-31,18744.4,851.13,17893.27,3rd_degree_bad
F0013370,Louis Faure5690,2022-10-08,2022-11-07,2022-12-05,2525.29,1936.29,589.0,average
F0003654,Julie Petit5235,2024-03-18,2024-04-17,2024-06-08,9755.57,3414.72,6340.85,2nd_degree_bad
F0003706,Louis Renaud5850,2025-08-22,2025-09-21,2025-11-17,16578.22,6424.86,10153.36,2nd_degree_bad
F0001849,Alexandre Blanc4688,2024-08-13,2024-09-12,2024-12-03,16714.02,2760.43,13953.59,3rd_degree_bad
F0014754,Luc Brun1850,2025-04-07,2025-05-07,2025-05-06,3108.12,3058.69,49.43,excellent
F0011616,Sophie Philippe4242,2022-09-23,2022-10-23,2023-01-12,17310.44,4228.37,13082.07,3rd_degree_bad
F0000223,Claire Guerin5883,2024-11-19,2024-12-19,2024-12-21,3960.83,3960.83,0.0,good
F0005964,Jean Muller5796,2024-04-17,2024-05-17,2024-07-21,2972.58,1303.7,1668.88,2nd_degree_bad
F0001718,Sarah Lefevre2273,2022-11-17,2022-12-17,2023-02-17,10310.39,2869.78,7440.61,3rd_degree_bad
F0007021,Jean Marchand3851,2024-09-28,2024-10-28,2024-10-24,14117.48,5858.47,8259.01,2nd_degree_bad
F0001384,Claire Blanc6265,2025-07-22,2025-08-21,2025-10-12,17010.63,3326.52,13684.11,3rd_degree_bad
F0018311,Thomas Petit3392,2025-01-21,2025-02-20,2025-04-27,12368.24,1561.24,10807.0,3rd_degree_bad
F0016933,Isabelle Masson753,2022-09-23,2022-10-23,2022-10-21,2151.09,1960.85,190.24,good
F0012164,Marie Bernard575,2023-01-29,2023-02-28,2023-03-01,952.78,884.84,67.94,excellent
F0011570,Thomas Blanc6907,2024-02-14,2024-03-15,2024-05-20,12848.99,2071.26,10777.73,3rd_degree_bad
F0010773,Isabelle Masson1810,2023-09-15,2023-10-15,2023-10-14,2628.37,2583.27,45.1,good
F0009551,Claire Garcia5797,2023-04-23,2023-05-23,2023-06-20,507.43,412.45,94.98,average
F0004636,Claire Muller7727,2023-06-01,2023-07-01,2023-07-01,1951.02,1951.02,0.0,good
F0004840,Thomas Laurent6345,2025-02-13,2025-03-15,2025-03-14,1324.38,1218.4,105.98,excellent
F0005597,Pierre Moreau1887,2024-03-15,2024-04-14,2024-06-11,4546.94,2333.68,2213.26,2nd_degree_bad
F0016106,Antoine Masson545,2023-02-18,2023-03-20,,3888.27,3493.34,394.93,average
F0004106,Pierre Moreau6147,2023-02-05,2023-03-07,2023-04-24,5477.55,3750.2,1727.35,1st_degree_bad
F0009217,Laura Faure2371,2023-03-16,2023-04-15,2023-04-14,2953.49,2609.05,344.44,good
F0008447,Marie Laurent7113,2025-02-24,2025-03-26,2025-06-04,6121.52,2596.32,3525.2,2nd_degree_bad
F0005605,Claire Blanc2647,2024-12-16,2025-01-15,2025-02-19,4517.89,3998.61,519.28,average
F0010419,Louis Dupont3765,2023-11-04,2023-12-04,2024-02-10,6507.7,2781.06,3726.64,2nd_degree_bad
F0000504,Laura Philippe5479,2024-01-20,2024-02-19,2024-04-12,5199.96,2074.67,3125.29,2nd_degree_bad
F0004205,Louis Blanc843,2023-11-29,2023-12-29,2023-12-29,3148.09,2465.41,682.68,average
F0008687,Isabelle Renaud5199,2023-01-09,2023-02-08,2023-02-09,1770.55,1770.55,0.0,excellent
F0012954,Julie Petit7029,2024-07-17,2024-08-16,2024-11-09,16179.89,2088.44,14091.45,3rd_degree_bad
F0017202,Claire Philippe4165,2023-09-09,2023-10-09,2023-10-19,2239.1,1783.93,455.17,average
F0000878,Louis Guerin2349,2023-02-18,2023-03-20,2023-05-22,9737.13,1315.37,8421.76,3rd_degree_bad
F0017966,Claire Michel6570,2023-11-26,2023-12-26,,5182.53,4324.57,857.96,average
F0001153,Pierre Lefevre5058,2024-09-07,2024-10-07,2024-10-06,2160.68,1955.01,205.67,good
F0000493,Jean Brun4597,2024-09-18,2024-10-18,2024-10-18,969.07,969.07,0.0,excellent
F0013402,Julie Michel133,2022-12-24,2023-01-23,,8934.54,5237.32,3697.22,1st_degree_bad
F0012434,Luc Renaud7863,2023-09-23,2023-10-23,2023-10-24,2406.81,2121.35,285.46,average
F0016581,Thomas Faure3887,2025-01-04,2025-02-03,2025-04-03,9027.84,4934.9,4092.94,1st_degree_bad
F0001416,Camille Blanc8071,2025-01-14,2025-02-13,2025-05-06,19994.56,3490.93,16503.63,3rd_degree_bad
F0001811,Nicolas Garcia7906,2024-04-12,2024-05-12,2024-07-25,14011.12,3018.24,10992.88,3rd_degree_bad
F0012612,Sophie Masson3349,2024-06-08,2024-07-08,2024-07-04,4417.32,2186.89,2230.43,1st_degree_bad
F0000705,Luc Lefevre9460,2024-04-06,2024-05-06,2024-07-09,15383.47,1567.11,13816.36,3rd_degree_bad
F0008912,Anne Blanc4123,2024-01-24,2024-02-23,2024-04-19,17218.31,3970.61,13247.7,3rd_degree_bad
F0011157,Marie Muller4111,2023-09-01,2023-10-01,,7354.04,2534.85,4819.19,2nd_degree_bad
F0011950,Paul Laurent2938,2024-10-17,2024-11-16,2025-01-11,6335.04,3698.35,2636.69,1st_degree_bad
F0015019,Marc Brun6291,2023-09-25,2023-10-25,2024-01-22,4502.87,1036.04,3466.83,3rd_degree_bad
F0001798,Julie Brun4736,2023-01-01,2023-01-31,2023-03-28,3306.98,1840.81,1466.17,1st_degree_bad
F0009989,Anne Faure4500,2024-07-02,2024-08-01,2024-09-25,16986.94,3098.93,13888.01,3rd_degree_bad
F0011088,Marc Petit4559,2025-03-26,2025-04-25,2025-06-14,5337.43,3226.58,2110.85,1st_degree_bad
F0015463,Julie Martin8542,2025-07-31,2025-08-30,2025-10-22,5576.49,2317.4,3259.09,2nd_degree_bad
F0011255,Thomas Masson4131,2023-08-30,2023-09-29,2023-09-27,89.02,80.11,8.91,good
F0016133,Julie Guerin665,2024-09-28,2024-10-28,2024-10-26,3510.68,3280.72,229.96,good
F0017674,Camille Masson2282,2022-11-02,2022-12-02,2023-02-14,6198.0,1482.86,4715.14,3rd_degree_bad
F0006192,Luc Dupont8049,2023-08-31,2023-09-30,2023-12-04,9032.02,2447.47,6584.55,3rd_degree_bad
F0012795,Laura Dubois3016,2023-04-10,2023-05-10,2023-08-02,10332.79,1844.63,8488.16,3rd_degree_bad
F0013497,Paul Renaud1237,2024-07-19,2024-08-18,2024-08-18,2928.99,2564.26,364.73,average
F0003503,Camille Martin2072,2022-10-03,2022-11-02,2023-01-11,20049.59,7691.48,12358.11,2nd_degree_bad
F0006240,Sarah Brun5588,2025-07-28,2025-08-27,2025-10-18,5077.23,3003.26,2073.97,1st_degree_bad
F0013909,Paul Faure6089,2024-10-03,2024-11-02,2024-12-18,14460.06,5620.77,8839.29,2nd_degree_bad
F0000344,Camille Dupont2502,2025-04-03,2025-05-03,2025-07-06,17621.98,5041.88,12580.1,2nd_degree_bad
F0019515,Jean Bernard4097,2024-06-26,2024-07-26,2024-10-15,11338.12,1960.39,9377.73,3rd_degree_bad
F0013306,Camille Philippe9948,2024-08-02,2024-09-01,2024-10-28,11172.48,2278.54,8893.94,3rd_degree_bad
F0008971,Paul Faure8058,2022-09-24,2022-10-24,2023-01-06,11582.57,1660.61,9921.96,3rd_degree_bad
F0018462,Julie Philippe7881,2023-12-05,2024-01-04,2024-01-13,2695.1,2390.51,304.59,average
F0016960,Sophie Renaud5208,2024-05-23,2024-06-22,2024-06-26,4492.38,4059.08,433.3,average
F0017262,Jean Dupont3172,2023-03-05,2023-04-04,2023-04-05,2299.21,2299.21,0.0,good
F0002211,Luc Bernard9752,2023-07-17,2023-08-16,2023-11-08,14858.76,2821.72,12037.04,3rd_degree_bad
F0011858,Sophie Philippe888,2025-07-11,2025-08-10,2025-08-10,1783.84,1783.84,0.0,excellent
F0005602,Claire Blanc2647,2023-09-06,2023-10-06,2023-11-05,2853.33,2407.2,446.13,average
F0006056,Marie Laurent8454,2025-07-26,2025-08-25,,15144.96,6616.91,8528.05,2nd_degree_bad
F0009800,Luc Blanc6410,2023-07-01,2023-07-31,2023-09-22,10964.11,1781.03,9183.08,3rd_degree_bad
F0000614,Sarah Guerin3734,2025-09-01,2025-10-01,2025-11-28,8058.13,4591.88,3466.25,1st_degree_bad
F0018349,Pierre Rousseau7143,2022-11-23,2022-12-23,2022-12-19,2936.87,2812.11,124.76,good
F0007329,Thomas Lefevre2802,2024-03-05,2024-04-04,2024-05-20,7975.96,3056.4,4919.56,2nd_degree_bad
F0004370,Isabelle Guerin1816,2023-04-23,2023-05-23,2023-05-19,120.58,120.58,0.0,good
F0010599,Marie Bernard5067,2023-05-14,2023-06-13,2023-08-03,4623.56,2043.84,2579.72,2nd_degree_bad
F0012870,Anne Lefevre9665,2025-07-20,2025-08-19,2025-11-15,8925.13,1903.47,7021.66,3rd_degree_bad
F0019938,Laura Guerin2171,2024-01-22,2024-02-21,2024-02-22,931.41,931.41,0.0,excellent
F0014020,Marie Garcia8530,2023-05-08,2023-06-07,2023-08-03,15258.5,2325.13,12933.37,3rd_degree_bad
F0004816,Alexandre Philippe501,2024-07-22,2024-08-21,2024-10-20,8911.83,5823.13,3088.7,1st_degree_bad
F0010576,Camille Dubois7626,2023-01-02,2023-02-01,2023-01-29,2231.9,2197.19,34.71,excellent
F0016393,Nicolas Philippe2246,2023-11-29,2023-12-29,2023-12-30,1426.73,1241.25,185.48,good
F0002108,Pierre Dubois9306,2025-02-27,2025-03-29,,18269.88,7897.08,10372.8,2nd_degree_bad
F0008706,Nicolas Guerin5799,2025-03-15,2025-04-14,2025-04-09,4618.67,3865.37,753.3,average
F0000458,Jean Lefevre730,2024-11-24,2024-12-24,2025-02-21,12371.8,2528.81,9842.99,3rd_degree_bad
F0002347,Anne Laurent8475,2024-09-10,2024-10-10,2024-11-27,16431.3,7076.65,9354.65,2nd_degree_bad
F0009277,Pierre Petit8106,2023-11-21,2023-12-21,2024-02-25,22163.67,8594.89,13568.78,2nd_degree_bad
F0016371,Alexandre Bernard5200,2025-09-05,2025-10-05,2025-11-27,14700.65,4007.55,10693.1,3rd_degree_bad
F0000547,Sophie Laurent6648,2022-12-30,2023-01-29,2023-04-09,17336.35,6311.61,11024.74,2nd_degree_bad
F0005143,Laura Renaud6940,2023-11-03,2023-12-03,2024-01-30,11735.66,2222.28,9513.38,3rd_degree_bad
F0010417,Louis Dupont3765,2024-10-07,2024-11-06,2024-12-21,11019.0,5385.99,5633.01,2nd_degree_bad
F0015072,Luc Petit2282,2024-04-22,2024-05-22,2024-06-04,2482.81,2119.85,362.96,average
F0018963,Antoine Dubois669,2023-06-15,2023-07-15,2023-07-17,20.0,16.96,3.04,average
F0005831,Thomas Blanc9909,2023-09-14,2023-10-14,2023-11-29,8025.43,4841.67,3183.76,1st_degree_bad
F0016306,Nicolas Moreau6454,2025-04-15,2025-05-15,,8113.82,1878.58,6235.24,3rd_degree_bad
F0004355,Jean Petit4288,2023-11-24,2023-12-24,,3362.89,2017.04,1345.85,1st_degree_bad
F0005393,Laura Masson9700,2024-05-22,2024-06-21,2024-07-26,2069.39,1728.84,340.55,average
F0001199,Jean Laurent3337,2023-10-30,2023-11-29,2023-11-27,10.0,9.99,0.01,excellent
F0018608,Camille Masson2277,2022-11-21,2022-12-21,2023-02-25,7226.98,2951.09,4275.89,2nd_degree_bad
F0010846,Claire Marchand5990,2023-01-05,2023-02-04,2023-05-02,15288.58,2451.66,12836.92,3rd_degree_bad
F0013407,Julie Michel133,2025-01-20,2025-02-19,2025-04-14,6516.33,3848.07,2668.26,1st_degree_bad
F0013663,Julie Lefevre770,2024-05-01,2024-05-31,2024-05-30,1660.36,1474.21,186.15,excellent
F0001628,Marie Faure206,2025-02-06,2025-03-08,2025-05-27,16079.27,4347.98,11731.29,3rd_degree_bad
F0017033,Emma Moreau98,2023-03-15,2023-04-14,2023-04-10,2097.89,1874.7,223.19,average
F0009548,Marie Dubois3243,2023-06-12,2023-07-12,2023-09-07,11360.27,2241.66,9118.61,3rd_degree_bad
F0019328,Anne Petit294,2023-08-30,2023-09-29,,3670.89,3004.38,666.51,average
F0006910,Jean Moreau3500,2024-11-21,2024-12-21,2025-01-01,489.6,427.85,61.75,average
F0016733,Thomas Laurent7391,2023-06-10,2023-07-10,,1225.67,1069.98,155.69,average
F0001548,Marie Martin2524,2025-08-02,2025-09-01,2025-11-02,16492.95,6032.27,10460.68,2nd_degree_bad
F0014208,Marc Renaud1354,2025-03-22,2025-04-21,2025-06-29,16749.51,6393.07,10356.44,2nd_degree_bad
F0012494,Marc Renaud36,2022-10-24,2022-11-23,2022-11-22,3236.63,3013.66,222.97,good
F0005825,Julie Masson7554,2024-08-06,2024-09-05,2024-09-16,1154.41,1055.32,99.09,good
F0012699,Laura Dupont5566,2024-01-29,2024-02-28,2024-02-23,1890.39,1607.87,282.52,average
F0004877,Camille Michel3449,2023-04-21,2023-05-21,2023-07-29,9306.11,4143.38,5162.73,2nd_degree_bad
F0006842,Claire Brun9583,2023-01-09,2023-02-08,,2636.2,2331.3,304.9,average
F0006532,Claire Bernard4037,2023-02-23,2023-03-25,2023-03-22,5926.03,5698.33,227.7,good
F0019281,Sarah Martin2118,2024-10-14,2024-11-13,2024-11-09,985.25,936.61,48.64,excellent
F0005642,Nicolas Garcia6917,2024-02-06,2024-03-07,2024-04-28,12621.23,8257.56,4363.67,1st_degree_bad
F0012318,Alexandre Garcia7336,2024-11-30,2024-12-30,2025-03-03,14010.38,5019.74,8990.64,2nd_degree_bad
F0017688,Luc Masson1151,2024-03-04,2024-04-03,2024-05-28,7660.53,4304.9,3355.63,1st_degree_bad
F0009369,Sarah Dupont7673,2022-12-09,2023-01-08,,11494.01,4146.76,7347.25,2nd_degree_bad
F0009297,Pierre Petit1492,2024-11-27,2024-12-27,2025-02-19,3620.14,645.54,2974.6,3rd_degree_bad
F0006601,Nicolas Brun1261,2024-04-02,2024-05-02,2024-06-02,3908.09,3436.27,471.82,average
F0014105,Laura Brun7323,2025-08-06,2025-09-05,2025-09-05,583.98,478.54,105.44,average
F0000250,Alexandre Dupont706,2024-05-31,2024-06-30,,14692.51,6377.61,8314.9,2nd_degree_bad
F0018104,Thomas Guerin4559,2024-08-04,2024-09-03,2024-11-03,8225.7,2084.48,6141.22,3rd_degree_bad
F0004948,Pierre Petit7207,2025-08-22,2025-09-21,2025-12-11,6683.93,1192.58,5491.35,3rd_degree_bad
F0008346,Sophie Bernard7477,2024-02-25,2024-03-26,2024-06-19,11717.94,2179.62,9538.32,3rd_degree_bad
F0006992,Sophie Moreau7947,2023-07-26,2023-08-25,2023-08-27,5449.16,4695.32,753.84,average
F0006774,Pierre Marchand3575,2023-11-26,2023-12-26,2024-03-10,20414.97,9645.38,10769.59,2nd_degree_bad
F0000943,Alexandre Martin3124,2025-09-13,2025-10-13,2025-11-16,2655.06,2145.48,509.58,average
F0008953,Nicolas Masson3437,2024-09-18,2024-10-18,2024-12-08,14720.95,3229.17,11491.78,3rd_degree_bad
F0011736,Nicolas Lefevre534,2024-12-31,2025-01-30,2025-03-20,1789.15,1031.71,757.44,1st_degree_bad
F0002653,Nicolas Garcia5717,2023-06-26,2023-07-26,2023-07-25,472.01,472.01,0.0,excellent
F0002535,Anne Rousseau2270,2024-10-06,2024-11-05,2024-10-31,3314.83,2736.64,578.19,average
F0004424,Sarah Brun4481,2022-09-21,2022-10-21,2022-12-17,12370.65,2214.1,10156.55,3rd_degree_bad
F0005292,Anne Guerin4871,2024-02-24,2024-03-25,2024-05-17,4055.46,1552.79,2502.67,2nd_degree_bad
F0015521,Marie Brun3791,2024-05-10,2024-06-09,2024-06-10,4394.29,3957.63,436.66,good
F0008697,Paul Guerin6067,2023-10-04,2023-11-03,2023-12-21,8517.38,3658.58,4858.8,2nd_degree_bad
F0003690,Thomas Bernard8733,2022-11-24,2022-12-24,2023-03-05,13935.72,3685.69,10250.03,3rd_degree_bad
F0003475,Luc Bernard9797,2025-04-17,2025-05-17,2025-05-18,2088.34,1788.21,300.13,average
F0017915,Emma Faure1706,2023-05-04,2023-06-03,2023-08-18,6455.36,1514.62,4940.74,3rd_degree_bad
F0006489,Laura Faure895,2022-10-19,2022-11-18,,5998.3,3302.51,2695.79,1st_degree_bad
F0004984,Isabelle Laurent592,2022-11-25,2022-12-25,2023-01-05,2099.57,1942.1,157.47,average
F0008188,Isabelle Brun9901,2023-11-18,2023-12-18,2023-12-14,3137.7,2406.59,731.11,average
F0018697,Jean Petit9616,2023-06-12,2023-07-12,,7771.17,3070.88,4700.29,2nd_degree_bad
F0014602,Pierre Laurent3313,2025-06-18,2025-07-18,2025-09-17,13017.32,4704.4,8312.92,2nd_degree_bad
F0002939,Sophie Michel8662,2023-09-01,2023-10-01,2023-12-09,10948.28,2017.25,8931.03,3rd_degree_bad
